7.292331129807693912e+01,1.914052067307694216e+01
7.282083691311466112e+01,1.920887747761127073e+01
7.283100163972788721e+01,1.901926418346938519e+01
7.286569814670886558e+01,1.903987505487341636e+01
7.291231589860848317e+01,1.910992112919809571e+01
7.284472705316949259e+01,1.919527032453012794e+01
7.290954139370545306e+01,1.904835637197146880e+01
7.292900300000000868e+01,1.926356750000001128e+01
7.290667323780373010e+01,1.909142050362152432e+01
7.284267425485116121e+01,1.917914104420315269e+01
7.286544354897402798e+01,1.917333349845691615e+01
7.285311259926017158e+01,1.922343586980905883e+01
7.283263247992968559e+01,1.913777698936769767e+01
7.284355445106551485e+01,1.910336783953162154e+01
7.283124781759903499e+01,1.918607837365968649e+01
7.281193741007194831e+01,1.922814604316544518e+01
7.284859622084191244e+01,1.916425778969072269e+01
7.283771399558139592e+01,1.901139376328903552e+01
7.283298912052248397e+01,1.908672167501189065e+01
7.285117333333326428e+01,1.925768899999998496e+01
7.285036522768506018e+01,1.917812639173227751e+01
7.286090613424528328e+01,1.915058297191040992e+01
7.290323074113955215e+01,1.913045493467440750e+01
7.284723466857627727e+01,1.902027932349155037e+01
7.288852950000001840e+01,1.928742950000000533e+01
7.286141400000002477e+01,1.924107849999998621e+01
7.292243839181391252e+01,1.906544811627684055e+01
7.284550273412182264e+01,1.907342339566745792e+01
7.287199829957842212e+01,1.909608255185010606e+01
7.282162006906432339e+01,1.897260196584795011e+01
7.292848050000009152e+01,1.929044849999997879e+01
7.283995397082657064e+01,1.923556515397083544e+01
7.291621449999998106e+01,1.927680249999999162e+01
7.280627909517438923e+01,1.895914054587209208e+01
7.286192135664427383e+01,1.902576368046979738e+01
7.286099548806076598e+01,1.911572753820092174e+01
7.281842099431034399e+01,1.896246723724137340e+01
